Protein,A/N 1,A/N 2,A/N 3,A/N 4,A/N 5,A/N 6,A/N 7,A/N 8,A/N 9,A/N 10,A/N 11,A/N 12,A/N 13,A/N 14,A/N 15,A/N 16,A/N 17,A/N 18,A/N 19,A/N 20,A/N 21,A/N 22,A/N 23,A/N 24,A/N 25,A/N 26,A/N 27,A/N 28,A/N 29,A/N 30,,,,,,0,0
P35573,0.017205862,0.303762345,-0.489911655,-0.286759346,-0.248736529,-0.106490629,0.04466438,0.077611011,-0.125930903,-0.074987524,0.084079321,-0.145792888,-0.09854784,-0.10698738,-0.069490757,-0.563130234,-0.510882222,-0.85992228,0.355349429,-0.285995829,0.123727216,-0.007718293,-0.200257794,5.046610995,-0.851479793,0.055622243,-0.464579136,-0.753715302,-0.087910875,-0.295597386,,,,,,,
P35754,0.265540398,1.412942605,-0.000107948,0.510311162,2.033535429,-0.141803267,-0.103367857,-0.039367109,0.02328949,0.240330741,0.118650638,0.02090956,-0.254375791,0.074569855,0.103102708,1.260364668,1.048502722,1.804467162,-0.005126443,-0.321069822,-0.075012762,1.239725365,0.942995986,1.18513951,0.089609673,0.103916567,0.298977141,0.309186986,-0.257311266,0.739283261,,,,,,,
P35998,0.478236078,0.324412407,-0.145852805,0.216815155,0.433054435,0.040287993,0.148335251,0.058539401,0.009275267,0.370055274,-0.126107194,0.080636491,-0.043867676,0.20712376,0.156276176,0.101684045,-0.104601074,-0.341471205,-0.117922444,0.359794979,0.028620428,-0.279246876,0.245237937,-0.021599253,0.402605127,0.61550797,0.243663982,0.389910094,0.535642946,-0.199128653,,,,,,,
P36542,-0.187569069,-0.73990376,0.830441137,0.054849477,-0.681560371,0.00017034,0.009395292,-0.090422287,-0.154320459,-0.17725638,-0.177486215,-0.51295926,0.089732411,0.038260299,0.034116185,0.660272755,0.230797541,0.184833995,-0.377374813,0.311637659,0.072479833,0.587737483,0.412450915,-0.027191467,0.351723404,0.139173244,-0.327507369,-0.590514534,-0.321331038,-0.679554782,,,,,,,
P36871,-0.812876105,-0.392988231,-0.114973053,-0.582791237,-0.624804782,-0.136103647,-0.087170221,-0.021861737,-0.138619278,-0.364881909,-0.190074641,-0.106341933,0.016221077,-0.217214551,-0.031559723,0.058291067,0.790834962,0.06098857,-0.386796698,-0.262831481,-0.352316123,-0.722602742,0.034959484,-1.253561914,-0.157976616,-0.537817946,-0.297677547,-0.006670782,-0.657068234,-1.174831631,,,,,,,
P36952,0.554869119,2.757872212,1.350189113,0.313374754,2.585837411,0.136997939,0.790772621,0.159470702,1.073079794,0.712084114,0.563573668,0.365121781,1.436090912,0.285242584,-0.026652277,0.846328433,0.828656675,2.268604957,-0.068368051,2.004544882,0.362926477,-0.396782683,1.096450516,0.185731551,1.383090092,1.784517637,0.242719238,1.809330409,0.727735773,1.559415679,,,,,,,
P36955,-0.228159366,-0.845806197,-1.358276767,-0.204617573,-0.582999479,-0.169203747,-0.354334711,0.761909896,-0.231211396,0.097606384,0.445923751,-0.309869245,-0.092944803,0.744218499,0.087441176,-0.013508817,-5.890378743,-0.651812604,-0.306455902,-0.166435782,-4.691946337,-0.052700711,-0.362488144,-0.705503894,-6.478219111,-8.219594468,0,4.687559491,0.050144925,5.026708918,,,,,,,
P36957,0.349687614,-0.11636931,0.703053111,0.05823593,-0.299500658,0.116914638,0.184771286,0.050220769,-0.060580148,0.113318099,-0.080708768,0.025145079,0.418513804,-0.1460701,0.012152279,0.598614457,0.011120886,0.23442635,-0.771179028,0.247066708,0.082615093,0.781329026,-0.152144588,-0.359866531,-0.220275584,1.142569996,-0.1579688,-0.168446449,-0.482408675,-0.074177152,,,,,,,
P36969,-0.598465889,0.172223035,0.425398373,-0.365579786,0.619122523,0.163990437,0.169583988,0.130390653,0.132360098,0.038444339,0.395617393,0.069139748,0.012737841,-0.208425731,-0.194839434,-0.626545627,0.997783465,-0.280311653,-0.000813578,0.854108023,-0.09249635,-0.049324116,-0.27469365,0.074507953,0.488517574,-2.235622445,-0.104232057,0.422543852,-0.099451866,-0.000421094,,,,,,,
P37108,0.56351212,0.072593202,-0.18544931,0.643209261,0.189211224,0.365999803,0.236764344,0.149510238,-0.045981299,0.460714869,0.043050114,0.151746018,0.257298929,0.182824615,-0.000541911,0.488851513,0.523692419,0.322380564,0.328261271,0.499558337,0.61918367,0.293234019,-0.553647507,0.313188827,0.507918126,1.002566639,0.186060955,0.156898021,0.394383011,-0.192811239,,,,,,,
P37802,-0.009600714,0.262137061,-0.164450815,0.038108329,0.157780225,-0.064796486,-0.012908884,-0.072846241,0.016230831,0.313411546,0.198433518,-0.087194144,0.105497015,-0.131432284,0.034969223,0.221317121,0.333493067,-0.184653099,0.231495765,0.621414929,0.110903134,-0.026874937,-0.124222917,0.138235578,0.139881114,0.757282989,-0.159077643,0.415777127,0.593515265,-0.384046173,,,,,,,
P37837,0.43268815,0.215871697,0.145663949,0.216183544,0.176029386,0.060865517,0.166677732,-0.033861262,0.08238684,0.208320882,-0.05415711,-0.153037271,-0.064040258,0.104744579,0.024953038,0.023078257,0.3987225,-0.236539162,0.393556305,-0.204366638,0.273403189,-0.114320798,0.136979551,0.427653963,0.209764513,0.351631226,0.155133472,0.360537181,0.315202663,0.207421991,,,,,,,
P38117,0.139059477,-0.231258298,0.413869702,0.017404538,-0.374764933,-0.036230363,0.061990859,-0.087151373,-0.066110848,0.221978694,-0.02349272,-0.130588934,0.276029794,-0.0040815,-0.06611611,0.181322075,0.198295959,0.052242215,-0.3944461,0.385479285,0.105464746,0.463241539,0.259439216,-0.653900588,-0.329801979,0.83450723,-0.572324042,0.190397669,-1.157230649,0.122867703,,,,,,,
P38159,0.058334414,0.047005419,-0.002363474,0.085725832,-0.016190648,-0.198384487,0.237879364,0.075389516,0.235660228,0.227061271,0.461035606,0.05718488,0.194195302,0.221431923,-0.09255854,0.323632193,0.50877748,-0.325408555,0.510020875,0.234845625,0.854376749,0.054116391,0.041419443,0.634842505,0.537749106,0.679475924,0.23574247,0.078003928,0.369932587,0.142870425,,,,,,,
P39019,0.625207853,0.417412235,-0.296486431,0.278300191,0.544724871,0.242501991,-0.024240331,0.029452581,0.072835074,-0.011225839,-0.194483952,-0.157786428,-0.049408301,0.053626748,-0.00536755,0.36014339,0.285481642,-0.097416069,0.25650328,0.673010708,0.228281827,-0.615489442,0.094789612,0.322561799,0.001749507,0.4903109,-0.013102678,0.512214757,0.424289119,-0.143687393,,,,,,,
P39023,0.4886868,0.304690056,-0.156822596,0.364816574,0.192882219,0.16471435,0.213637248,0.028286627,0.047710009,0.143503152,0.021045418,-0.081820538,0.077237031,0.333593226,0.138297281,0.56485212,0.645759251,-0.018013619,0.802465411,0.519636212,-0.106664679,-0.287498581,0.581361277,0.291510041,0.439059838,0.555535871,0.183616047,0.208307306,0.647776175,-0.488368324,,,,,,,
P39656,0.327779768,-0.385569562,0.230143872,0.363932613,0.50459683,0.200998598,0.110408,-0.064660675,-0.103101882,-0.107649177,-0.2493159,-0.068285654,-0.034579282,0.062614768,0.178114666,0.459764115,0.699362792,0.718260198,0.379965414,-0.208487872,-0.337303168,0.414594254,-0.016140397,0.762878451,0.084276179,-0.383224463,0.292858688,0.070853783,0.299610455,-0.113404511,,,,,,,
P40227,0.157452426,0.363613741,-0.021060477,0.139407698,-0.028758734,0.023569714,0.091442021,0.023790192,0.089346532,0.182857772,-0.157595192,-0.275585728,0.156933976,0.231620912,-0.071666634,0.653078891,0.65144156,0.161451478,0.663609765,0.62177256,0.329105616,0.180257796,0.501719469,0.301972787,0.256706919,0.484462378,0.043031407,0.582637505,0.253443484,0.302695227,,,,,,,
P40306,0.38730337,0.101476515,0.385711591,0.179811775,0.438423304,0.478938856,-0.34325864,0.016588027,0.104257759,0.436186288,-0.093315203,0.104898379,-0.398529506,0.067468052,-0.009804015,0.000719335,0.164250132,-0.253373263,-0.354730545,-0.076555286,-0.228640912,-0.097221272,0.52738837,-0.029844433,0.721555,-0.417862739,-0.177146993,0.184583037,0.604549564,-0.065455727,,,,,,,
P40429,0.459193669,-0.196226557,0.276144176,0.31429964,0.106008598,0.266433071,0.09138672,0.056951764,0.251547228,0.070414679,-0.060647754,0.151467212,0.018647544,-0.015856947,-0.122889759,0.509804457,0.52127393,0.005832454,0.295726466,0.17777024,-0.0229704,-0.182172326,0.185058453,0.58585714,0.681564562,0.500853623,0.192581176,0.11223156,0.228754285,0.05125641,,,,,,,
P40763,0.203002288,-0.041133173,-0.616320744,-0.054180918,-0.892756421,-0.126670776,0.07218909,-0.021104862,0.049193289,-0.009096088,-0.148939704,-0.063936436,0.010393966,0.02141381,-0.116546159,0.266582496,0.105231711,-0.117027522,-0.194397572,-5.537272204,0.04119409,-0.385944855,0.287593215,0.258764687,0.549088021,0.474796992,0.234146679,0.335520308,-0.196443659,0.166332312,,,,,,,
P40926,0.667311092,-0.03613434,0.94547948,0.427707784,-0.079827196,0.036905829,0.119748452,0.001377508,-0.002515749,0.288778272,0.086623354,0.423956122,0.539886736,0.281206867,-0.029952204,0.375013137,0.129269047,0.153390184,0.25823817,0.59011324,0.442645874,0.692137943,-0.003078143,0.129283517,-0.011085123,0.157621827,-0.19469601,-0.17461159,-0.218601077,0.405254214,,,,,,,
P40939,0.003534944,-0.825906784,0.321057713,-0.148805991,-0.602419152,-0.187825314,0.054217913,-0.070477087,-0.138629657,-0.182661182,-0.109402781,-0.033090853,0.077485729,-0.001075427,-0.066534221,0.309948326,0.25838422,-0.220456871,-0.160459779,0.052206423,-0.042473645,0.012932794,-0.120931702,-0.036744601,-0.181729806,-0.071122563,-0.366290747,-0.15979571,-0.44203906,-0.001840997,,,,,,,
P41091,0.70497834,0.1769214,-0.144485777,0.0099204,-0.153330025,-0.149989317,0.073162496,0.043832927,0.050886936,-0.012596411,-0.15977391,0.216519763,0.096844461,0.097112914,0.017976226,0.388843118,0.683985014,-0.073952238,-0.195409546,0.275574116,-0.00315513,-0.361113958,0.331880571,0.725227424,0.522400046,0.452319014,0.005660252,0.310227201,0.709432966,0.100276823,,,,,,,
P41226,0.529207139,-0.222797901,-0.386804508,0.198409564,0.17886438,0.31220407,0.108918168,0.334996531,0.068757292,-0.273796608,-0.143322102,-0.091985489,0.594942429,0.432192301,0.024664333,-0.274101387,0.56858302,-0.102420691,0.869450104,-0.188214945,0.177752698,-0.068214911,0.499138267,-0.255112491,0.029191904,-0.163235066,-0.125518926,0.795322975,0.456180421,-0.539872268,,,,,,,
P41250,0.426242383,0.533847356,-0.073962702,0.511779811,-0.019174373,-0.157226988,-0.05423037,-0.191188821,-0.033945551,0.174494548,0.192040947,0.15401036,0.223341889,0.084271,0.11178728,0.748733076,0.989199718,0.071887335,-0.408362186,0.705645534,-0.057358593,0.295369279,0.050305978,-0.135114524,-0.218334899,-0.122808243,-0.051215374,0.112656494,0.381371721,-0.11386627,,,,,,,
P41252,0.525623153,0.863248637,-0.055742415,0.353858576,0.566552404,0.263864456,0.26450916,-0.060285005,0.060319647,0.303663144,0.347815495,0.215701537,0.127401949,0.256318428,0.112196156,0.615420193,1.124155837,0.455515799,0.109296461,0.859261333,0.436232535,-0.067883863,0.489904948,-0.424117791,0.320073824,0.745498144,0.366151033,0.129963352,0.643216492,0.1717279,,,,,,,
P42126,-0.041110592,0.23835994,0.993096123,0.184678892,0.840156773,0.159868156,0.054353193,-0.248483139,0.062503704,0.010001447,0.131567584,0.120906932,0.165312349,0.026216536,-0.181558719,-0.105178021,0.669289062,0.019727275,-0.209048304,0.416673471,0.177183597,0.393594673,0.497011193,-0.13016552,-0.355654432,0.421739142,-0.665642624,-0.155431472,-1.548712283,0.757144159,,,,,,,
P42224,0.014944524,0.261103591,-1.03505054,-0.360658352,-0.011389272,0.137192565,-0.181788314,-0.09500694,0.058641439,-0.282293768,-0.239874339,-0.190884924,-0.331941364,0.239824463,0.09315627,0.179207414,0.313536864,-0.175701311,-0.403369312,-0.097960213,-0.45385057,-0.424698021,0.102585758,-0.371472753,0.029655917,-0.198614801,0.115525789,0.017494101,1.298132303,0.494640223,,,,,,,
P42330,-0.220778765,-0.126314327,0.170044588,-0.330697229,-1.006044335,-0.325107144,-0.639451633,-0.066039699,-0.101494551,-0.199149084,-0.42881519,-0.400113548,-0.025867595,-0.355736833,0.026578535,-0.575446331,-0.136746994,0.680216777,-0.452045208,-0.34458241,-0.258945848,-0.60158309,0.106667191,-0.529411923,-0.375440139,-0.643611342,-0.355671955,0.255089435,-0.502580453,0.315054519,,,,,,,
P42765,0.20643698,-0.674290099,0.537946683,-0.026581585,-0.144664328,-0.356447363,-0.004843893,0.112267917,-0.068855311,-0.337084848,0.277672498,0.220250864,0.465704835,0.399546335,0.170052619,0.76300354,1.393230291,1.167293141,0.272389284,0.348894219,-0.140732521,0.556479785,0.585055104,-0.321771831,-0.483330827,-0.432941595,-0.137805216,0.664367618,-0.915611076,0.792047628,,,,,,,
P42766,0.732478479,0.953220396,-0.66865647,0.128117941,-0.223761923,-0.443667828,0.141245543,-0.002188352,-0.013666101,-0.067160324,0.057180051,0.07596212,0.022712792,0.343644417,-0.209997917,0.799136443,1.39943412,-0.498960909,0.816897707,0.783153881,0.242109452,0.638621869,1.418138515,0.269484861,0.517435296,0.50746411,-0.410107277,0.117779349,0.343747476,-1.110840777,,,,,,,
P43490,0.492266526,0.151040562,-0.259251786,0.009463859,0.210662137,-0.058091613,-0.151398713,0.001793713,-0.030278409,-0.015043091,-0.229147206,0.037701484,0.1919627,0.353638342,0.035717174,0.853607871,0.696607006,0.476453337,-0.00790459,0.092441883,-0.009346947,0.026675864,0.956535087,0.508876958,0.211307592,0.635864356,1.014525894,0.299059804,0.733829472,0.693413847,,,,,,,
P43686,0.264712292,0.064661234,0.092655787,0.241779959,-0.099836515,0.065313548,0.214283281,0.056536514,0.149496713,0.286471266,0.236834311,0.299435427,0.158577193,0.139817565,0.110110781,0.297205608,0.96567086,-0.200478384,0.492919983,0.419448042,0.181880227,-0.237159579,-0.078429544,-1.4734671,0.340767574,-0.106396788,0.01602538,0.587312537,0.121475991,-0.060585115,,,,,,,
P45974,0.130441056,-0.171044979,-0.097450944,0.000959398,0.033245126,-0.09290882,0.143612756,0.109834741,-0.050317885,0.411573149,0.140240901,0.243733138,0.011277102,0.029990576,0.026041399,0.008858083,1.074551963,-0.115751932,0.393169773,0.252663751,0.054460406,-0.470769347,0.248128506,-0.359729554,-0.087736762,0.075367912,0.168978613,0.123927614,0.163796859,-0.197448879,,,,,,,
P46108,-0.101349075,0.049449491,-0.413518739,-0.412168061,-0.815319811,-0.608741379,-1.007406184,-0.145971052,0.053502175,-0.046118076,0.028488842,0.842306058,-0.225277381,-0.269199145,0.058463313,-0.112038381,-0.002616993,-0.468308224,6.501296742,-4.037487047,5.992629506,-0.506727199,0.021424062,-0.407659664,-0.1003151,0.191937486,0.108511625,0.028758099,0.344712749,-1.098004623,,,,,,,
P46109,0.155104703,0.441097622,0.039317034,-0.046500378,0.306913521,-0.131820418,0.06701227,-0.03209633,-0.020416969,0.207300225,-0.043972388,0.113772612,-0.226468626,0.02619438,-0.043788717,0.121636309,0.619182165,0.373758436,-0.358328903,0.298213436,0.270876833,-0.180866769,0.254018129,0.061335712,-0.214872118,0.678683089,0.08654559,0.196790309,0.039319367,0.048054758,,,,,,,
P46776,0.691275846,0.343272349,-0.566581555,0.38628795,0.857137274,-0.046372105,-0.08536037,0.009423768,0.087419534,0.2447981,0.080819082,0.188276528,0.067530122,-0.034806085,0.112008064,0.075321492,0.14874551,0.204753531,0.178892384,0.530632279,0.221427146,-0.144994833,0.048572554,0.585737325,-0.01402789,-0.008147348,-0.261058025,0.337810978,0.415407342,-0.308956032,,,,,,,
P46777,0.43039135,0.204387261,-0.431018916,0.231326427,0.202773961,0.07735394,-0.034655566,0.022908897,0.11881347,0.052618468,-0.029375807,-0.053053746,-0.042294704,0.272284866,-0.105634005,0.345346347,0.549210773,0.046248576,0.068426026,0.30661081,0.018426219,-0.240427417,-0.139095091,0.021820209,0.190458452,0.566974328,-0.043819008,-0.036020291,0.243584619,-0.255000955,,,,,,,
P46778,0.619979345,0.079729123,-0.300602275,0.677265215,-0.382673688,-0.149689475,0.13328285,0.054279678,-0.03099682,0.467665501,0.492797306,0.362441436,0.107607308,0.102062478,0.255870312,0.128959455,-0.385976196,-0.088489818,0.096625332,0.551084037,-0.179976857,-0.328308614,-0.399875609,-0.483900626,0.266622794,0.757759962,-0.334512118,1.088492994,1.436145906,0.05004056,,,,,,,
P46781,0.638591518,0.173495784,0.084692173,0.245741442,-0.142025703,-0.07634846,0.146570641,-0.011380423,0.013830784,0.389249436,-0.004803784,0.128030412,-0.040709694,0.13364802,0.082506532,0.895948288,0.249384698,0.671534893,0.816464299,1.065533971,0.369690661,0.256553135,0.823136688,0.42505033,1.702730026,-0.491954754,0.664471409,0.517430725,0.618958935,0.667505616,,,,,,,
P46782,0.33794127,0.570771284,-0.289694853,0.109793448,0.315934999,-0.085799237,0.068725904,-0.07680901,0.108443204,0.16315333,-0.090026571,0.016114264,0.11425087,0.102023971,-0.120743409,0.559127668,0.170640682,0.040373622,0.79602573,0.819309686,0.451800573,-0.34858701,-0.2034603,-0.146414542,0.316795827,-0.394097844,0.018644005,0.282883882,0.228500824,-0.146299098,,,,,,,
P46940,-0.100586995,0.120929358,0.065039108,-0.092931596,0.266514486,0.029888332,0.106196,-0.036734497,0.103193872,0.086367009,0.03734277,0.159561512,-0.078175306,0.03774186,-0.00695711,0.247375888,0.71556224,-0.151457787,0.169912354,0.442297429,0.242374449,-0.203439152,0.35203638,-0.500574464,0.25612588,0.057809532,-0.221373793,0.303611524,-0.154417396,-0.184525554,,,,,,,
P47914,0.473313907,0.145478619,-0.363611912,0.271830966,-0.349923461,0.133468866,0.115901423,-0.023602491,0.187071242,0.126299983,-0.004935431,-0.409829349,0.103979615,0.149880295,-0.146131158,0.82955681,0.240517351,-0.338799064,0.08372444,0.461416551,-0.108989215,-0.550251785,-0.156813754,-0.255465979,0.442395008,1.029808256,-0.232756485,-0.048450869,0.610427978,-0.601899508,,,,,,,
P48047,0.081287513,-0.61688791,-0.012379631,0.160523557,-0.549894649,-0.032029858,-0.180097996,0.012674175,-0.12410449,-0.103934554,0.057155587,-0.270197159,0.055737214,-0.169697472,-0.05668074,0.268026056,-0.457012267,-0.182009708,-0.028515381,0.130876772,0.138071116,0.591325805,0.350780618,-0.026991206,-0.467765914,0.535331705,-0.516851287,-0.807387853,-0.165180014,-0.5498529,,,,,,,
P48147,0.252785872,0.407101156,0.954591199,-0.039100786,1.055841431,0.013040538,0.279473204,-0.01836493,0.206292863,0.219327288,-0.049483378,0.606072717,0.243069037,0.011168171,-0.057919256,0.646948833,1.136748348,0.652257014,0.182790216,0.802742877,0.496930639,0.39919815,0.577163081,0.081268121,0.21494611,0.416827426,0.353956379,0.737580896,-0.196562511,0.34112209,,,,,,,
P48444,0.131715957,0.264993472,0.295489627,-0.022438177,0.183064116,0.109206731,-0.023965869,-0.068678283,-0.017655721,0.076940198,-0.229794478,0.063720123,-0.190259181,0.008289136,0.021016724,0.354905874,0.206380463,-0.032511407,-0.096923515,0.525695111,-0.125530528,-0.255203845,0.202067715,-0.160647579,0.476041108,0.237647065,0.058436873,0.142364436,0.03726616,-0.691861748,,,,,,,
P48556,0.199743805,0.406548432,0.33180316,0.0348293,0.617892644,0.02981006,0.080143397,-0.061097764,0.024708876,0.247736995,0.000305325,0.060432117,0.171473256,0.461519891,0.182787215,0.623831919,0.88686612,0.033262265,1.304801145,0.854373323,0.162948263,-0.072339587,0.213898361,0.438856434,1.758876889,0.458097035,0.402195086,0.318885327,-0.191757492,0.766964042,,,,,,,
P48637,-0.02852964,-0.16934397,-0.097749197,-0.425843368,-0.145445037,-0.065679411,-0.032507625,-0.025387379,-0.146904263,0.037938594,-0.072072178,-0.131620923,-0.092234273,-0.300843819,-0.012564386,-0.025490435,-0.113618383,-0.006852213,-0.185870806,0.013222129,-0.255835484,0.166184199,-0.873704988,-0.3297709,-0.00307615,-0.446478795,-0.463201405,-0.25610862,-4.751550859,1.040306449,,,,,,,
P49189,-0.069344801,0.107465535,0.083632531,-0.180342445,-0.042463719,-0.057999564,-0.106173074,0.030565854,-0.021471356,-0.040816839,-0.13427644,-0.006922052,-0.037525832,-0.127881566,0.062311684,-0.147584618,0.102371206,-0.21517853,0.117875194,0.08255286,0.215265191,0.080467237,0.377858023,-0.324829928,-0.30820342,0.260198216,-0.26777781,-0.061732735,-0.66213438,-0.369224297,,,,,,,
P49207,0.208117083,-0.721739782,0.095541795,0.269475186,-0.404201114,0.074066542,0.113213776,-0.138341756,0.06020963,-0.130034481,-0.285170948,0.053293235,0.098817411,0.034887197,-0.124079218,0.609610479,0.464061912,0.059396654,0.373253694,0.664544415,0.007834359,-0.570624466,-0.054111768,0.178149026,0.838966854,0.630917224,0.228533944,-0.217426217,0.44748042,-0.260240739,,,,,,,
P49257,0.566039024,0.561339422,-0.358340255,0.061491958,0.29259181,0.356052081,0.097391453,-0.024048768,-0.108637594,0.184144929,-0.171261554,0.10079112,-0.325518306,0.058551492,0.071119534,0.050763376,0.403477391,-0.174645622,-0.138358532,0.355868612,-0.329075468,0.229440153,0.35970446,-0.178710408,0.297796249,0.480387022,0.344479733,0.113130598,0.102550598,-0.086242763,,,,,,,
P49321,0.41700722,-0.303621638,-0.460615832,0.237855507,-0.669562263,-0.027968339,0.097896041,0.057624983,-0.017454971,0.163182926,-0.077719639,-0.286296343,-0.082245251,0.217684395,0.019892837,-0.028412436,1.330761765,-0.302159809,0.069656547,0.313574735,0.67507074,-0.223666172,-0.32665323,0.497446249,0.142148054,0.27491487,0.011706392,0.144698334,0.701054877,-0.530789638,,,,,,,
P49327,0.280979341,-0.256126642,-0.303695515,0.558829271,0.660750718,0.098311614,0.24602481,-0.216274479,0.164615124,0.143904799,-0.234272116,-0.22784637,0.3505063,0.341785712,0.160555141,0.522111383,0.646509262,0.225520596,0.065400492,0.369185073,0.083326576,-0.380548962,-0.110817204,0.297930159,0.329512821,0.626748691,0.113139368,-0.029173479,0.789216421,-0.245156776,,,,,,,
P49411,0.24086752,-0.265166181,0.901532597,0.146456629,-0.600268899,-0.146856586,0.117546839,-0.108690434,-0.010540795,0.174963406,-0.003075028,0.085020045,0.367673181,-0.000463728,0.017604508,1.157949216,0.280165656,0.22590713,-0.062456519,0.228902497,0.541168572,0.29509994,0.179500311,-0.009035894,-0.093654064,0.924380396,-0.247493621,-0.290077379,-0.628877143,0.456006267,,,,,,,
P49419,-0.058483321,0.149088548,0.390893936,0.251162374,-0.29746392,-0.191632455,0.054208663,0.015157,0.026734113,0.022817709,-0.000334964,0.049707072,0.439576927,0.240823556,-0.06834579,0.964821903,0.774484695,0.481218576,-0.044926202,0.326214074,0.424422392,-0.05089121,0.688769298,0.357462471,0.244216442,0.598454087,-0.028912386,0.286290033,-0.523357935,-0.057844962,,,,,,,
P49458,0.56127338,0.149113263,0.270055349,0.267028354,0.224477489,0.030953327,0.256714102,0.06960015,-0.012780354,0.164694321,0.154244648,-0.008490206,0.122732547,0.45580585,0.015650425,0.832745626,0.727994933,0.286916593,0.897909277,0.347639333,0.681742661,0.451565523,-0.38337001,0.186046982,0.919284715,0.492719209,0.232094093,-0.176910021,0.428676295,0.085090628,,,,,,,
P49720,0.083578418,0.073678124,0.233849205,0.038210974,-0.106853726,-0.134569474,-0.094007582,-0.007706085,-0.075876228,0.051191646,-0.241311526,0.138441756,0.164184258,-0.022595412,0.168322898,0.079248012,0.711922892,-0.205766309,-0.354359195,0.041636272,-0.389865981,0.352050103,0.3622874,0.324106263,0.227136551,-0.271735032,0.188309542,0.279100278,0.915659661,0.400065264,,,,,,,
P49721,0.505200677,1.090025251,0.8975012,0.637767485,1.89998439,0.661553436,-0.229122392,-0.13601021,0.004649722,0.33631952,0.069343218,0.339860554,-0.105408345,-0.107878266,-0.256985765,-0.247705662,0.293180453,-0.407915869,-0.266491484,0.557398864,0.139835755,-0.336247766,0.565475278,-0.016239196,-0.379998891,0.689579616,0.215036722,-0.127654498,0.408967062,-0.111237209,,,,,,,
P49755,-0.168599596,-0.063385031,0.829519651,0.162540038,0.572181442,0.129228584,0.033753432,-0.053132014,0.078365118,0.140999901,-0.087524222,0.007923727,-0.250074311,0.182490819,-0.045157202,0.307589492,-0.114662638,-0.495954412,-0.079869835,0.257773775,-0.380850692,-0.225249616,0.124313779,-0.081141517,1.086046416,0.016368724,-0.035108132,0.045301616,-0.299986237,0.117394209,,,,,,,
P49756,0.338710103,0.427055603,-0.146146783,-0.350309179,0.097700789,-0.042548259,0.133052677,0.054404272,0.094668185,-0.052566798,0.189284995,0.202093712,0.110892601,-0.308822876,0.038271654,0.467469343,1.532339578,0.030014468,-0.369477115,0.113954564,0.347851419,-0.496298279,0.416875159,0.123612393,0.247193295,-0.070944529,0.358175399,0.408640639,0.525068516,0.791064251,,,,,,,
P49773,-0.001523918,0.537193256,-0.241390854,0.145865553,-0.49169017,-0.437370205,-0.047556275,0.048501595,0.049048731,-0.181449007,-0.054436339,0.08163234,-0.221832101,-0.287616233,0.213007523,0.036540737,0.694523532,-0.099497664,0.97413946,0.55637109,0.041414584,0.290895742,-0.027258639,-0.213581265,-0.148176301,-0.970732129,-0.259679119,0.285789149,-0.116706405,-0.234478711,,,,,,,
P50135,-0.055032118,-0.30293767,0.026173278,-0.403660673,0.214847079,-0.146083252,-0.029644428,0.038262067,-0.158156277,-0.330633319,0.137376933,0.177781247,-0.002886112,0.197560186,-0.191042425,0.192918673,0.176795037,0.093205068,-0.035589722,0.252696488,0.578633443,-0.151145852,0.185567702,-0.263819944,-0.720305164,0.894443211,0.33676693,-0.012746671,0.148503329,-0.422958638,,,,,,,
P50213,-0.030422449,-0.500620167,0.152075661,-0.339032497,-0.71723939,-0.253668636,-0.046387586,0.08423891,-0.022834363,-0.049887284,-0.225646543,0.128294388,0.068988478,-0.107811951,0.079058249,-0.016396959,-0.410430378,-0.220438715,-0.35336223,-0.236719207,-0.215016103,-0.134340191,-0.211377905,-0.691670914,-0.063695279,0.298474964,-0.405577859,-0.706891476,-0.118436882,-0.058517331,,,,,,,
P50416,-0.667032735,-1.100047314,-0.265196455,-0.515241955,-0.215677227,-0.301961124,-0.117761027,-0.275311509,-0.320832614,-1.215638752,-0.550651147,-0.758286928,0.024155,-0.417055262,0.092995371,-0.035693003,-0.118541373,-0.576037545,-0.605429705,0.261400072,-0.465092396,-0.91979257,-0.175710967,-0.552900178,-0.911723868,-1.236265142,-0.6183745,0.23970691,0.009563161,-0.296957822,,,,,,,
P50552,0.065504832,-0.128899456,-0.552597693,-0.112286459,0.015498406,-0.061175181,-0.278089488,0.087453398,0.006771511,0.083930354,0.00471464,0.115194349,0.053215053,-0.064022901,-0.12391245,0.275971189,-0.29171145,-0.26907564,0.022295185,0.263153785,0.449197653,0.224287304,0.464561815,0.340231297,0.09983392,0.409725528,0.103622876,0.362635389,0.519014638,-0.475803953,,,,,,,
P50570,-0.262185702,0.720306421,-0.109926476,-0.33894099,0.170651913,0.006886117,0.207696428,0.029603985,0.069168007,-0.009078446,-0.070471386,0.088931499,-0.009449653,-0.150836381,-0.00361728,0.103376114,0.336339759,0.272988758,-0.206790865,0.531504993,-0.119188293,-0.156136496,0.25902224,-0.107536008,0.024558192,-0.016968778,-0.341905537,0.456133009,0.093078529,-0.043114346,,,,,,,
P50914,0.308132559,-0.122779945,0.281877865,0.219846635,-0.395382863,-0.055299215,0.179626475,-0.105447986,0.027905114,0.098215427,0.008359871,0.03145655,0.125304868,0.052200715,-0.100148482,0.089971112,0.642324637,0.024410501,0.942077073,0.745943987,0.206666849,-0.221885946,-0.169139986,-0.042964354,0.321629668,0.703713217,0.139341946,0.3496635,0.200120581,-0.1801906,,,,,,,
