Protein,A/N 1,A/N 2,A/N 3,A/N 4,A/N 5,A/N 6,A/N 7,A/N 8,A/N 9,A/N 10,A/N 11,A/N 12,A/N 13,A/N 14,A/N 15,A/N 16,A/N 17,A/N 18,A/N 19,A/N 20,A/N 21,A/N 22,A/N 23,A/N 24,A/N 25,A/N 26,A/N 27,A/N 28,A/N 29,A/N 30,,,,,,0,0
P50990,0.323159741,0.266864743,-0.015120443,0.144757235,0.383157436,0.023796711,0.119455115,0.034216706,0.035008344,0.182890037,0.02469242,-0.068069969,0.091762882,0.150129085,0.010164547,0.390003931,0.649320306,0.112414886,-0.184306429,0.462552482,0.340077814,-0.028946068,0.655295522,0.347377914,0.349086386,0.443167385,0.137408002,0.463728799,-0.020701997,0.202280242,,,,,,,
P51149,-0.247683868,-0.717056303,0.393542665,-0.257515192,0.08776277,-0.074992961,0.009297958,-0.083718638,0.030656717,-0.038621002,-0.177178005,-0.102273407,0.005732693,0.034692803,0.104532209,0.020430224,-0.032848504,-0.27868942,-0.207158058,0.146870007,-0.136813389,-0.03603893,-0.179656242,-0.04995866,0.458390357,0.133070033,0.044975741,0.290264113,0.266388695,0.084982045,,,,,,,
P51159,-0.139515201,-0.919410436,-0.103604309,-0.210583415,0.104965766,0.474142572,-0.036361965,-0.018303055,-0.019995798,-0.111505108,-0.20027214,0.163214816,-0.557940081,-0.513356772,-0.058486869,-0.327231752,0.167817911,-0.517967033,0.537742607,0.029811427,0.014875268,0.845534252,0.536457571,-0.14862376,0.442196136,0.334646437,-0.106700098,-0.957557323,-0.088444723,-0.221108301,,,,,,,
P51572,0.166747563,-0.236895802,-0.350114413,-0.198687525,0.364792555,0.035842311,0.236294557,-0.185549547,-0.04757936,-0.311343835,0.029199518,-0.023544536,0.102963937,-0.038996213,0.062444435,0.436922854,1.037297158,0.23444432,-0.219552595,0.258599222,0.066984494,-0.045553082,0.887866134,-0.005958407,0.028553464,-0.002362956,0.094916281,-0.058097471,0.49385642,0.018881992,,,,,,,
P51580,0.357434352,0.447294035,-0.113285596,-0.594102135,0.449672637,0.039674965,-0.144882254,-0.092576228,0.090420671,-0.125735496,-0.032761843,0.035210892,-0.150689056,-0.165211036,0.068569154,-0.045926658,1.950534935,0.221268016,0.548270796,0.765542684,0.399098133,-0.773769311,0.698722118,0.035447678,-0.178163409,0.12785912,0.635594821,0.247420104,-0.143374463,0.070141939,,,,,,,
P51659,0.144527797,-0.301749826,-0.356163821,0.069294383,-0.104771924,-0.215929805,0.085351185,-0.042325706,-0.035763588,0.137052651,-0.121144544,-0.045080056,0.036510937,0.062766849,0.07308914,0.469337914,0.492689606,-0.091616868,-0.161999592,0.241408856,-0.124643338,-0.507909581,0.157937403,-0.098550544,-0.108292281,0.262109186,-0.015473941,-0.040075955,0.152290801,0.28205315,,,,,,,
P51665,0.602745994,0.463114677,-0.385435268,-0.078590283,-0.241384563,0.032378925,0.055201889,-0.061189646,0.158442129,-0.432029991,-0.288024522,0.008800784,0.213385668,0.049994161,-0.007599153,0.708283548,0.358174548,0.012647363,0.453397008,0.057451496,0.380315264,-0.626981888,0.002337887,-0.161100718,0.138040912,-0.625348206,-0.013037718,0.776535507,0.991834246,-0.416733274,,,,,,,
P51858,0.452193178,1.095828337,0.146539642,0.427074338,0.750745234,0.25509079,0.215978188,0.035336762,0.098540028,0.256805267,0.436997844,0.527819323,0.257943046,0.396401352,0.098349328,1.337268546,1.356369744,0.65751432,0.671231067,0.23325143,0.295668975,0.18885667,0.909143748,0.58894127,0.06934179,0.182089755,0.510413439,0.133148974,0.418426497,0.357010979,,,,,,,
P51884,-1.332217641,-1.210022834,-0.816286517,-0.773345478,-2.158473469,-0.608842296,-0.527117153,-0.258661819,-0.361727177,-0.673089593,-0.585885155,-1.51483824,-0.526308318,-0.68193212,-0.129940192,-0.600497939,-0.873540943,-1.495817756,-0.263408499,-1.541682639,-1.534492662,-0.111604268,-2.033437682,-1.051557144,0.44433134,-0.940948023,-1.283989535,-0.639929998,-0.859256236,-1.357630879,,,,,,,
P52272,0.386679882,0.170036539,-0.524611942,0.259517843,-0.184389109,0.112863725,0.290930203,0.041852268,0.07139637,0.241306628,0.045721034,0.098579534,-0.000138683,0.21679371,0.013242399,0.431414742,0.202673715,0.034575288,0.199349418,0.28155058,0.345739053,-0.169416145,-0.137403059,0.584838218,0.290659174,0.578393615,0.094044291,-0.060620546,0.426108659,-0.184010229,,,,,,,
P52565,0.088381807,-0.258678308,-0.099385268,-0.132349511,0.711220942,0.275844311,0.098941397,-0.000221863,0.006360522,-0.076652864,-0.104626505,-0.133074605,-0.181225851,0.120125547,0.052197514,-0.000270092,0.394616046,-0.31520739,-0.283841098,0.077924025,-0.073000282,-0.124678513,0.042257026,0.151113187,-0.044175724,0.156931732,0.031785004,0.474988708,0.367548587,-0.297606348,,,,,,,
P52566,0.103767634,-1.321185342,-0.201708169,-0.225885577,-0.179445754,0.284060828,-0.092239778,0.062962196,-0.044368165,0.070178999,0.080881544,-0.188684841,-0.395615246,0.05816008,0.00190671,0.292565826,-0.177975632,-0.549640956,0.844439587,-0.172067215,-0.333606406,0.363784364,0.030453329,0.185954981,0.47191012,0.040883044,0.235183203,0.208475526,0.683427226,0.712566186,,,,,,,
P52907,-0.069487326,0.190547639,0.244757109,0.075223286,0.034553682,-0.164439219,0.027107168,-0.193737014,0.077958793,-0.026057969,-0.165184411,-0.223498295,-0.208246202,-0.165322375,-0.060137308,0.335082356,0.729555246,0.104070023,0.553483093,0.028295142,-0.314518679,0.173575372,-0.178826614,-0.032535343,0.442566991,0.69769718,-0.332835947,0.253888308,0.220794695,0.34845317,,,,,,,
P53004,-0.575486564,-0.501651089,0.21593062,0.042192384,-0.428586351,-0.062894555,-0.229608783,-0.197450293,-0.205873103,-0.095293061,0.248846993,0.08555269,-0.143310417,-0.15780124,-0.12277265,0.30488795,-0.117999627,-0.437796033,-0.241700506,0.297211143,-0.235238762,0.406338517,0.702940194,-0.922147756,2.272345295,-0.023636273,2.147396646,0.697205756,0.357067603,-0.413228812,,,,,,,
P53367,0.016228797,0.279035675,-0.142338674,0.01522634,1.009001319,0.308651836,0.183124024,0.089671584,-0.049600316,0.003709407,0.040368654,0.220909178,-0.027451225,0.099133956,-0.078443465,0.407870667,0.167846894,0.186199555,0.09698556,0.513809894,0.209094973,5.722132073,8.088829989,0.60681429,0.010781507,0.184400773,-0.161432558,0.260777347,-0.194572848,-0.32417594,,,,,,,
P53597,-0.199808582,-0.556437392,0.28314463,0.04489289,-0.819867737,-0.167831743,-0.000478558,-0.100076589,-0.138402924,-0.135805026,-0.13917217,-0.119161334,0.059329659,-0.12481534,0.104934648,-0.115390902,-0.29986922,-0.174948793,-0.439438076,-0.331369476,-0.034328931,0.479338334,0.127218838,-0.434810398,-0.284331592,-0.505832724,-0.305172043,-0.828519826,-0.756479202,-0.164761368,,,,,,,
P53618,0.068352021,0.526539734,0.287434979,0.039881974,0.787616226,0.255099579,-0.052583455,0.043289846,0.03144216,0.085994412,0.027696373,0.218015064,0.08494942,-0.197786137,0.008227696,0.45633466,0.430904631,0.291778289,-0.171088354,0.178485765,-0.087197276,0.294365969,0.866879242,0.462201216,0.325939913,0.344163987,0.164954522,0.088331904,0.251222973,-0.19531707,,,,,,,
P53621,0.170192853,0.559646578,0.031014509,0.185638128,0.320278282,0.186035413,0.017905485,-0.07445645,0.09605835,0.018253075,-0.01600403,0.034758666,-0.149763232,-0.088773397,-0.002925668,0.276290216,0.161336083,0.030740127,0.112556192,0.348303854,-0.049438279,0.217376363,0.398429068,0.300799126,0.254543324,0.388946684,-0.133688305,0.155774504,0.133013094,-0.142749818,,,,,,,
P53680,-0.079779568,0.105233711,1.158767536,-0.172386675,1.960657941,-0.066163621,-0.25773157,0.196107978,-0.298289222,-0.077267742,-0.412150351,-0.096462131,-0.156751799,-0.445177738,0.132854033,0.474400294,0.839449265,0.158231187,0.810329642,0.005009015,0.263832701,-0.279257555,0.986582898,0.62385279,1.420020928,-0.803858368,0.086446737,0.451259455,-0.625203122,0.481702881,,,,,,,
P54136,0.285764935,0.612352545,0.297512518,0.010898453,0.3287291,0.083464217,0.157446415,-0.035791477,0.115169978,0.202456001,0.044516813,0.133722266,0.252509998,0.15631003,-0.024528101,0.475820769,0.702598368,0.199015688,0.056953936,0.427192345,0.251723794,-0.148293615,0.54631903,0.140444087,0.220907358,-0.064026798,0.185848705,0.608065382,0.238111316,0.144725029,,,,,,,
P54577,0.144377975,0.935113716,0.002530125,0.393953449,-0.082848167,0.01768995,0.094776882,-0.053473387,0.18042489,0.107311729,0.121128267,0.107906115,0.516803762,-0.112933311,-0.063229284,0.424908061,0.896158468,-0.181510447,-0.103008723,0.189726052,-0.012827773,-0.635001519,0.241133431,0.063143382,0.349365587,0.0082754,0.200982927,0.082115812,0.436390816,0.221426079,,,,,,,
P54727,0.341097564,0.608275108,-0.018831622,0.13836678,0.477170786,-0.016955596,0.054821501,0.094986628,0.007778051,0.250783437,0.190566297,0.085568517,-0.037913991,0.104711781,-0.002168507,0.471550103,0.704485726,-0.026247316,-0.203740841,0.479719565,0.312183221,0.246600439,0.702987653,0.073738336,0.27570525,0.678805976,-0.164266073,0.455553814,-0.34299542,0.436145584,,,,,,,
P54868,-1.167126256,-1.039414082,0.917585451,-0.962260422,-0.189689959,-0.810586593,0.390968982,-0.051317315,-0.240146684,0.089023502,0.240937043,0.140770516,1.252943107,-0.216563702,0.043156928,1.024198688,1.516327612,1.807245988,-0.12177395,0.915921024,0.32015303,0.3775569,1.142803841,-1.375323406,-1.23262659,0.178834744,-0.462761471,0.148385728,-2.182155947,0.235670331,,,,,,,
P54886,0.376693434,0.115376155,0.330827485,0.092739362,-0.629500236,-0.227368856,-0.091514769,-0.053192023,-0.046512043,0.174114777,-0.255819892,-0.099082398,0.207049211,-0.074628686,0.016826528,0.516897197,0.027996044,-0.08917069,-0.309215194,-0.247004425,-0.248114104,-0.197472756,0.228100593,-0.010948848,0.657764143,0.316320979,0.003011044,0.437495088,-0.068130661,0.558685551,,,,,,,
P54920,0.161266741,-0.296387485,-0.375825853,-0.099389897,-0.573922637,-0.108467623,0.059648729,-0.019572685,0.056801832,-0.113549123,-0.186478605,0.026044719,-0.192674808,0.113256456,-0.157408387,0.958136816,1.24778629,-0.430618359,0.153977761,0.493350016,0.101138713,0.166575111,0.03001807,-0.182454094,0.490249757,-0.652767958,-0.167112862,-0.109374628,0.181365558,-0.568159014,,,,,,,
P55010,0.605751652,0.163398217,-0.324676018,0.378128039,-0.072326314,0.016908517,0.079247452,0.051283255,0.184920126,-0.018060227,0.04562213,0.144124475,0.116707494,0.13592499,-0.036934237,0.858607246,0.576890997,0.234609885,-0.036991728,0.492858191,0.074817104,-0.48792627,0.205508907,0.507816881,0.439914053,0.967616741,0.187681165,-0.007255704,0.376593246,-0.227034372,,,,,,,
P55011,1.314488962,0.76904202,0.810702042,1.589113803,0.852372455,0.469530328,0.444808157,0.318539242,0.56175783,0.60471781,0.722817143,0.433283495,0.117107982,0.807589401,0.086500843,1.448859434,1.522050508,1.203947099,0.266022092,1.456925839,0.744766703,0.62671042,1.499974641,0.368346596,1.218163494,1.269268869,0.44490426,0.395344163,0.672855838,0.714676617,,,,,,,
P55072,0.464126069,0.41347511,-0.192696466,0.103865335,0.191462939,0.181786753,0.09005466,-0.007861198,0.03323856,0.210809906,0.003887105,-0.015673593,-0.216009516,0.187071646,-0.023308944,0.293071855,0.350443076,-0.12584542,0.112731311,0.184681696,-0.084315603,0.109148194,0.478554853,-0.440448704,0.296181722,0.400676849,0.341474928,0.287256637,0.185626353,-0.206265998,,,,,,,
P55212,0.099881723,-0.897249695,-0.424080696,-0.121739504,-0.071708561,-0.240637686,0.1264409,0.045552151,0.056781261,0.305764417,-0.355863945,0.203746364,-0.178843,0.055363504,-0.071822262,0.396892155,0.608833603,-0.226670228,0.632730426,0.231642689,0.067042377,0.00401214,0.535765424,0.209856504,-0.070437209,1.00909809,0.313535441,0.136123165,-0.088494764,-0.102139298,,,,,,,
P55809,-0.162825995,0.020511232,-0.408462259,0.048701705,-0.821623691,-0.056015831,0.107152629,0.003493189,0.043784658,0.098982304,-0.384655388,-0.071203051,-0.030017414,0.040718956,0.04658009,0.294267645,0.605115091,0.051193955,0.283553496,-0.476220784,0.089324539,-0.607953844,-0.034516468,-0.726261497,0.424432175,0.595871614,-0.127363572,-0.586616825,-0.761468493,-0.495709112,,,,,,,
P56192,0.4175957,1.071653872,0.406770528,0.376788006,0.302310569,0.150729389,0.379199642,0.16154964,-0.002377445,0.693346091,-0.243720551,-0.105111167,-0.065595757,0.562063095,0.095575667,0.726012469,1.103285664,0.289787745,0.386333801,0.704268467,0.581618591,0.207495664,0.918262962,0.175806364,0.247701412,-0.073794957,0.388350852,0.013392863,0.387106913,-0.274233741,,,,,,,
P56385,0.25307353,-0.501413297,0.58899726,0.472197487,-0.347253271,-0.0976277,-0.050299503,0.287537539,-0.068866793,-0.600554007,0.208622458,-0.219522936,0.513674134,-0.074824933,-0.384860212,0.405589166,-0.449730982,0.048894397,-0.771057256,-0.049317643,-0.056027941,0.434445292,0.029113846,-0.619425631,1.765488038,-0.119193789,-0.726055113,-0.029008606,-0.41484428,-0.53966844,,,,,,,
P56470,-0.37358261,-0.119263046,0.522241076,-1.204154505,1.634404923,-0.683438722,-0.204080427,-0.122240003,-0.225224408,-0.753778652,-0.451607701,-0.079445288,0.437790637,-0.821928262,-0.057795104,0.497448302,0.079439175,-0.037383948,-0.599892048,-0.208956882,-0.63355743,0.144616088,-0.770307671,-1.34657688,-0.578910846,-0.315595316,-0.470517483,-0.083121241,-0.423904481,-0.076770288,,,,,,,
P56556,-0.638621755,-2.291286879,0.383228864,-0.117785218,-1.058831033,-0.163298966,0.202412389,-0.006843053,-0.276166511,-0.21833844,-0.060743334,-0.144495065,0.005508051,-0.162568273,0.034786596,-0.16057822,-0.202017086,-0.326746841,-0.582802863,-1.038277526,-0.897571639,1.041036027,-1.893898527,-0.883832292,0.402819375,0.389628178,-0.643472523,-0.825280912,-1.185704673,-1.169737462,,,,,,,
P57105,0.340294573,-0.322399335,-0.857585351,0.065863635,-0.85709552,-0.256255008,-0.324371854,-0.009414072,-0.213718663,0.09671853,-0.200247364,-0.318382375,0.060743138,-0.214931527,-0.144564128,0.42357084,0.398346031,0.0753483,-0.774465864,-0.153968127,-0.876884778,0.760929805,0.875002266,0.142075766,0.270708916,1.264932502,-0.301211063,-0.098046782,0.815314173,-1.203611929,,,,,,,
P58546,0.350395832,0.33130996,-0.046481743,-0.096172499,0.762828561,0.270034276,-0.109464559,0.039754857,-0.013506721,0.188878685,0.424250398,0.35748364,-0.320974491,0.312858175,0.107475917,-0.203145224,0.242789312,-0.12767848,0.361011578,0.18383466,0.196937814,-0.334187519,0.648072375,0.132493004,0.31543869,-0.015994241,0.31613194,-0.158854744,-0.240093679,0.600608829,,,,,,,
P60174,0.13598331,0.312434674,0.015918561,0.018080002,-0.003827192,0.064842313,0.098237087,-0.004368079,0.067115992,-0.095097417,-0.024476544,0.406251528,0.201645378,0.060674707,0.015817851,0.121843856,0.529305874,-0.019090585,0.113535988,0.919872541,0.277425794,-0.154350255,0.44994502,-0.03091999,0.240517706,-0.33589263,0.185010251,0.28510532,0.082871997,-0.202286007,,,,,,,
P60228,-0.028323258,0.220162737,-0.518409106,0.261304321,0.330422715,-0.055811441,0.078073294,0.131190192,-0.037925795,0.108667906,0.081546,-0.037991593,-0.07441502,0.225160125,-0.303903037,0.34199959,-0.13784382,0.084059133,-0.309984792,0.358374842,0.296714796,-1.030008232,-0.311954681,-1.61383968,-0.574134139,1.383004594,0.482772247,0.380180891,-0.018754443,-0.008873511,,,,,,,
P60842,0.314770276,-0.483981628,-0.070727185,0.162952779,-0.122213026,-0.101599757,0.046513716,0.00359835,0.046298881,0.175488134,-0.078562335,-0.057766111,-0.013542968,0.097635539,-0.041886861,0.508577721,0.745409877,-0.047456253,0.267314977,0.310093598,-0.04180243,-0.028362713,0.011173024,0.099970766,0.373037409,0.686853471,0.090312841,0.537816699,0.644440615,-0.109791316,,,,,,,
P60903,-0.093156099,0.363644196,0.489617946,0.095101676,1.829442861,0.749122376,0.283382879,-0.082233054,0.067350914,-0.013745292,0.471108017,0.115480576,-0.130591135,0.248656182,0.171302966,1.0752637,1.960371707,0.966901514,1.490567808,1.45220249,0.587861899,0.998332312,1.092433105,0.050170732,0.042252362,0.337356679,0.808067511,11.51374954,-0.089578275,1.049567441,,,,,,,
P60953,0.038608691,-0.153466962,-0.326920424,-0.338449569,0.239009427,0.136139397,-0.137625538,-0.032205638,-0.14154477,-0.120190529,-0.105858093,0.08561796,-0.251311241,-0.105003732,0.109987978,0.176913214,0.046740296,-0.266616536,0.416703023,0.143347346,-0.411388838,-0.309950267,-0.070469617,-0.042923758,0.093013607,-0.767097347,-0.235389721,0.176097595,-0.045161183,-0.43773822,,,,,,,
P61009,0.227952204,-1.192308308,-0.728175793,-0.272063406,-0.940128548,0.046491309,-0.520881477,-0.004666481,-0.108283901,-0.492925803,0.040150955,-0.217756082,-0.569321771,0.088854994,0.173519324,-0.831304228,-0.420866177,-0.926326829,0.146371563,-0.58933715,-0.591771988,0.12428898,-0.501805961,-0.677217633,0.23177334,-0.232783189,0.159743793,-0.787876088,-0.29629164,-0.927445677,,,,,,,
P61081,0.385656798,0.705293981,0.106579545,-0.166044959,0.087580474,0.16823745,0.109575321,-0.001837433,-0.061635308,-0.048099894,-0.248748232,-0.064195815,0.114344741,0.278584167,-0.038174315,0.245205475,0.754587239,-0.122254258,0.337596898,0.432936558,0.377216704,-0.05757449,0.052534703,0.077111279,0.528959903,0.606948015,-0.200731819,0.268385974,0.665911913,-0.062768548,,,,,,,
P61088,-0.028092803,0.011794499,-0.063757682,0.085859471,0.408112965,-0.019417333,0.142255026,-0.088981511,-0.091239985,-0.025113605,-0.08563623,0.147540092,0.170125036,0.04791483,0.009434239,0.438229514,0.585955764,-0.604606832,0.388277509,0.189001185,0.231235508,0.338268028,0.715042405,0.455198325,0.617033637,0.074547911,0.10118269,0.229225448,0.018098363,-0.170310684,,,,,,,
P61158,-0.019440783,0.021524535,0.025428396,-0.009848327,0.029866863,0.014975946,0.022419157,-0.003160377,0.082353424,-0.120933009,-0.11563484,-0.028912776,-0.134224147,-0.174533775,-0.027501858,0.154606236,0.497618235,-0.216022881,0.285517461,0.102267002,-0.229014106,-0.060596746,0.093319438,-0.222370805,0.098008596,-0.260054092,0.126602357,0.346849858,0.000993014,-0.207406116,,,,,,,
P61221,0.268080302,0.494692999,-0.072450721,0.235136056,0.558525594,-0.062587441,0.244460412,0.010666353,0.106822771,0.112804384,0.240789796,0.213953355,-0.152683965,0.218193943,-0.104290574,0.63785043,0.572048576,0.332232092,0.519306066,0.580319764,0.08139547,-0.276681556,0.085017946,0.269778741,0.584161774,0.156538451,-0.125687346,0.291980819,0.213351358,-0.651306403,,,,,,,
P61247,0.285386978,0.207042752,-0.165058064,0.427279603,0.612454985,0.172122405,0.185111002,-0.097679007,0.053996167,0.304852517,-0.174528349,0.059680242,0.055643505,0.223480798,-0.085324015,0.21208826,0.795962072,0.267492999,0.386904198,0.739527885,0.208774893,-0.347878381,0.453690899,0.220789699,0.338128995,1.049790103,0.182272782,0.483105725,0.292540088,0.276238574,,,,,,,
P61353,0.840897965,0.594814638,0.223557759,0.595051688,0.352401281,0.016378814,0.104319696,-0.113413581,0.187745054,0.523673537,0.00393027,0.204721144,0.366694927,0.185400257,-0.213799283,-0.024950012,1.052930334,0.098378402,0.571066708,0.564037638,0.128546147,-0.528064737,-0.081254019,0.483756048,-0.138312406,0.233581247,-0.294499681,0.229936113,0.621485775,-0.403254181,,,,,,,
P61513,0.268703315,-0.39379976,0.523304759,0.447289359,0.136772167,-0.007266942,-0.023201735,-0.0784534,0.198699113,0.348592306,-0.168879874,0.036664592,0.238694411,-0.186441279,0.163564441,0.499786886,0.032508646,0.316633397,0.465214147,0.314663217,-0.097099046,0.0756096,-0.042967608,-0.145859014,0.357905912,1.531029665,-0.087700613,-0.739769522,0.70590065,-0.502545609,,,,,,,
P61586,0.203001471,0.287859216,-0.006292236,-0.070725763,0.251463131,0.213461462,0.114216748,-0.027332359,0.020364918,-0.039702675,-0.140305163,0.041795246,-0.215040282,-0.235722759,-0.031357561,0.468511625,0.289990482,0.405554274,0.743463701,0.279194803,-0.088338406,0.165549272,0.342713768,-0.282834902,0.36151177,-0.783587621,-0.006578459,0.278178303,-0.268157834,-0.121875615,,,,,,,
